t,vid,type,hop
115.0,ambulance_01,EMERGENCY_VEHICLE,1
115.0,ambulance_01,EMERGENCY_VEHICLE,1
115.0,ambulance_01,EMERGENCY_VEHICLE,1
115.0,ambulance_01,EMERGENCY_VEHICLE,1
115.1,ambulance_01,EMERGENCY_VEHICLE,1
115.1,ambulance_01,EMERGENCY_VEHICLE,1
115.1,ambulance_01,EMERGENCY_VEHICLE,1
115.1,ambulance_01,EMERGENCY_VEHICLE,1
115.1,ambulance_01,EMERGENCY_VEHICLE,1
115.2,ambulance_01,EMERGENCY_VEHICLE,1
115.2,ambulance_01,EMERGENCY_VEHICLE,1
115.2,ambulance_01,EMERGENCY_VEHICLE,1
115.2,ambulance_01,EMERGENCY_VEHICLE,1
115.2,ambulance_01,EMERGENCY_VEHICLE,1
115.3,ambulance_01,EMERGENCY_VEHICLE,1
115.3,ambulance_01,EMERGENCY_VEHICLE,1
115.3,ambulance_01,EMERGENCY_VEHICLE,1
115.3,ambulance_01,EMERGENCY_VEHICLE,1
115.3,ambulance_01,EMERGENCY_VEHICLE,1
115.4,ambulance_01,EMERGENCY_VEHICLE,1
115.4,ambulance_01,EMERGENCY_VEHICLE,1
115.4,ambulance_01,EMERGENCY_VEHICLE,1
115.4,ambulance_01,EMERGENCY_VEHICLE,1
115.4,ambulance_01,EMERGENCY_VEHICLE,1
115.5,ambulance_01,EMERGENCY_VEHICLE,1
115.5,ambulance_01,EMERGENCY_VEHICLE,1
115.5,ambulance_01,EMERGENCY_VEHICLE,1
115.5,ambulance_01,EMERGENCY_VEHICLE,1
115.5,ambulance_01,EMERGENCY_VEHICLE,1
115.6,ambulance_01,EMERGENCY_VEHICLE,1
115.6,ambulance_01,EMERGENCY_VEHICLE,1
115.6,ambulance_01,EMERGENCY_VEHICLE,1
115.6,ambulance_01,EMERGENCY_VEHICLE,1
115.6,ambulance_01,EMERGENCY_VEHICLE,1
115.7,ambulance_01,EMERGENCY_VEHICLE,1
115.7,ambulance_01,EMERGENCY_VEHICLE,1
115.7,ambulance_01,EMERGENCY_VEHICLE,1
115.7,ambulance_01,EMERGENCY_VEHICLE,1
115.7,ambulance_01,EMERGENCY_VEHICLE,1
115.8,ambulance_01,EMERGENCY_VEHICLE,1
115.8,ambulance_01,EMERGENCY_VEHICLE,1
115.8,ambulance_01,EMERGENCY_VEHICLE,1
115.8,ambulance_01,EMERGENCY_VEHICLE,1
115.8,ambulance_01,EMERGENCY_VEHICLE,1
115.9,ambulance_01,EMERGENCY_VEHICLE,1
115.9,ambulance_01,EMERGENCY_VEHICLE,1
115.9,ambulance_01,EMERGENCY_VEHICLE,1
115.9,ambulance_01,EMERGENCY_VEHICLE,1
115.9,ambulance_01,EMERGENCY_VEHICLE,1
116.0,ambulance_01,EMERGENCY_VEHICLE,1
116.0,ambulance_01,EMERGENCY_VEHICLE,1
116.0,ambulance_01,EMERGENCY_VEHICLE,1
116.0,ambulance_01,EMERGENCY_VEHICLE,1
116.0,ambulance_01,EMERGENCY_VEHICLE,1
116.1,ambulance_01,EMERGENCY_VEHICLE,1
116.1,ambulance_01,EMERGENCY_VEHICLE,1
116.1,ambulance_01,EMERGENCY_VEHICLE,1
116.1,ambulance_01,EMERGENCY_VEHICLE,1
116.1,ambulance_01,EMERGENCY_VEHICLE,1
116.2,ambulance_01,EMERGENCY_VEHICLE,1
116.2,ambulance_01,EMERGENCY_VEHICLE,1
116.2,ambulance_01,EMERGENCY_VEHICLE,1
116.2,ambulance_01,EMERGENCY_VEHICLE,1
116.2,ambulance_01,EMERGENCY_VEHICLE,1
116.3,ambulance_01,EMERGENCY_VEHICLE,1
116.3,ambulance_01,EMERGENCY_VEHICLE,1
116.3,ambulance_01,EMERGENCY_VEHICLE,1
116.3,ambulance_01,EMERGENCY_VEHICLE,1
116.3,ambulance_01,EMERGENCY_VEHICLE,1
116.4,ambulance_01,EMERGENCY_VEHICLE,1
116.4,ambulance_01,EMERGENCY_VEHICLE,1
116.4,ambulance_01,EMERGENCY_VEHICLE,1
116.4,ambulance_01,EMERGENCY_VEHICLE,1
116.4,ambulance_01,EMERGENCY_VEHICLE,1
116.5,ambulance_01,EMERGENCY_VEHICLE,1
116.5,ambulance_01,EMERGENCY_VEHICLE,1
116.5,ambulance_01,EMERGENCY_VEHICLE,1
116.5,ambulance_01,EMERGENCY_VEHICLE,1
116.5,ambulance_01,EMERGENCY_VEHICLE,1
116.6,ambulance_01,EMERGENCY_VEHICLE,1
116.6,ambulance_01,EMERGENCY_VEHICLE,1
116.6,ambulance_01,EMERGENCY_VEHICLE,1
116.6,ambulance_01,EMERGENCY_VEHICLE,1
116.6,ambulance_01,EMERGENCY_VEHICLE,1
116.7,ambulance_01,EMERGENCY_VEHICLE,1
116.7,ambulance_01,EMERGENCY_VEHICLE,1
116.7,ambulance_01,EMERGENCY_VEHICLE,1
116.7,ambulance_01,EMERGENCY_VEHICLE,1
116.7,ambulance_01,EMERGENCY_VEHICLE,1
116.8,ambulance_01,EMERGENCY_VEHICLE,1
116.8,ambulance_01,EMERGENCY_VEHICLE,1
116.8,ambulance_01,EMERGENCY_VEHICLE,1
116.8,ambulance_01,EMERGENCY_VEHICLE,1
116.8,ambulance_01,EMERGENCY_VEHICLE,1
116.9,ambulance_01,EMERGENCY_VEHICLE,1
116.9,ambulance_01,EMERGENCY_VEHICLE,1
116.9,ambulance_01,EMERGENCY_VEHICLE,1
116.9,ambulance_01,EMERGENCY_VEHICLE,1
116.9,ambulance_01,EMERGENCY_VEHICLE,1
117.0,ambulance_01,EMERGENCY_VEHICLE,1
117.0,ambulance_01,EMERGENCY_VEHICLE,1
117.0,ambulance_01,EMERGENCY_VEHICLE,1
117.0,ambulance_01,EMERGENCY_VEHICLE,1
117.0,ambulance_01,EMERGENCY_VEHICLE,1
117.1,ambulance_01,EMERGENCY_VEHICLE,1
117.1,ambulance_01,EMERGENCY_VEHICLE,1
117.1,ambulance_01,EMERGENCY_VEHICLE,1
117.1,ambulance_01,EMERGENCY_VEHICLE,1
117.1,ambulance_01,EMERGENCY_VEHICLE,1
117.2,ambulance_01,EMERGENCY_VEHICLE,1
117.2,ambulance_01,EMERGENCY_VEHICLE,1
117.2,ambulance_01,EMERGENCY_VEHICLE,1
117.2,ambulance_01,EMERGENCY_VEHICLE,1
117.2,ambulance_01,EMERGENCY_VEHICLE,1
117.3,ambulance_01,EMERGENCY_VEHICLE,1
117.3,ambulance_01,EMERGENCY_VEHICLE,1
117.3,ambulance_01,EMERGENCY_VEHICLE,1
117.3,ambulance_01,EMERGENCY_VEHICLE,1
117.3,ambulance_01,EMERGENCY_VEHICLE,1
117.4,ambulance_01,EMERGENCY_VEHICLE,1
117.4,ambulance_01,EMERGENCY_VEHICLE,1
117.4,ambulance_01,EMERGENCY_VEHICLE,1
117.4,ambulance_01,EMERGENCY_VEHICLE,1
117.4,ambulance_01,EMERGENCY_VEHICLE,1
117.5,ambulance_01,EMERGENCY_VEHICLE,1
117.5,ambulance_01,EMERGENCY_VEHICLE,1
117.5,ambulance_01,EMERGENCY_VEHICLE,1
117.5,ambulance_01,EMERGENCY_VEHICLE,1
117.5,ambulance_01,EMERGENCY_VEHICLE,1
117.6,ambulance_01,EMERGENCY_VEHICLE,1
117.6,ambulance_01,EMERGENCY_VEHICLE,1
117.6,ambulance_01,EMERGENCY_VEHICLE,1
117.6,ambulance_01,EMERGENCY_VEHICLE,1
117.6,ambulance_01,EMERGENCY_VEHICLE,1
117.7,ambulance_01,EMERGENCY_VEHICLE,1
117.7,ambulance_01,EMERGENCY_VEHICLE,1
117.7,ambulance_01,EMERGENCY_VEHICLE,1
117.7,ambulance_01,EMERGENCY_VEHICLE,1
117.7,ambulance_01,EMERGENCY_VEHICLE,1
117.8,ambulance_01,EMERGENCY_VEHICLE,1
117.8,ambulance_01,EMERGENCY_VEHICLE,1
117.8,ambulance_01,EMERGENCY_VEHICLE,1
117.8,ambulance_01,EMERGENCY_VEHICLE,1
117.8,ambulance_01,EMERGENCY_VEHICLE,1
117.9,ambulance_01,EMERGENCY_VEHICLE,1
117.9,ambulance_01,EMERGENCY_VEHICLE,1
117.9,ambulance_01,EMERGENCY_VEHICLE,1
117.9,ambulance_01,EMERGENCY_VEHICLE,1
117.9,ambulance_01,EMERGENCY_VEHICLE,1
118.0,ambulance_01,EMERGENCY_VEHICLE,1
118.0,ambulance_01,EMERGENCY_VEHICLE,1
118.0,ambulance_01,EMERGENCY_VEHICLE,1
118.0,ambulance_01,EMERGENCY_VEHICLE,1
118.0,ambulance_01,EMERGENCY_VEHICLE,1
118.1,ambulance_01,EMERGENCY_VEHICLE,1
118.1,ambulance_01,EMERGENCY_VEHICLE,1
118.1,ambulance_01,EMERGENCY_VEHICLE,1
118.1,ambulance_01,EMERGENCY_VEHICLE,1
118.1,ambulance_01,EMERGENCY_VEHICLE,1
118.2,ambulance_01,EMERGENCY_VEHICLE,1
118.2,ambulance_01,EMERGENCY_VEHICLE,1
118.2,ambulance_01,EMERGENCY_VEHICLE,1
118.2,ambulance_01,EMERGENCY_VEHICLE,1
118.2,ambulance_01,EMERGENCY_VEHICLE,1
118.3,ambulance_01,EMERGENCY_VEHICLE,1
118.3,ambulance_01,EMERGENCY_VEHICLE,1
118.3,ambulance_01,EMERGENCY_VEHICLE,1
118.3,ambulance_01,EMERGENCY_VEHICLE,1
118.3,ambulance_01,EMERGENCY_VEHICLE,1
118.4,ambulance_01,EMERGENCY_VEHICLE,1
118.4,ambulance_01,EMERGENCY_VEHICLE,1
118.4,ambulance_01,EMERGENCY_VEHICLE,1
118.4,ambulance_01,EMERGENCY_VEHICLE,1
118.4,ambulance_01,EMERGENCY_VEHICLE,1
118.5,ambulance_01,EMERGENCY_VEHICLE,1
118.5,ambulance_01,EMERGENCY_VEHICLE,1
118.5,ambulance_01,EMERGENCY_VEHICLE,1
118.5,ambulance_01,EMERGENCY_VEHICLE,1
118.5,ambulance_01,EMERGENCY_VEHICLE,1
118.6,ambulance_01,EMERGENCY_VEHICLE,1
118.6,ambulance_01,EMERGENCY_VEHICLE,1
118.6,ambulance_01,EMERGENCY_VEHICLE,1
118.6,ambulance_01,EMERGENCY_VEHICLE,1
118.6,ambulance_01,EMERGENCY_VEHICLE,1
118.7,ambulance_01,EMERGENCY_VEHICLE,1
118.7,ambulance_01,EMERGENCY_VEHICLE,1
118.7,ambulance_01,EMERGENCY_VEHICLE,1
118.7,ambulance_01,EMERGENCY_VEHICLE,1
118.7,ambulance_01,EMERGENCY_VEHICLE,1
118.8,ambulance_01,EMERGENCY_VEHICLE,1
118.8,ambulance_01,EMERGENCY_VEHICLE,1
118.8,ambulance_01,EMERGENCY_VEHICLE,1
118.8,ambulance_01,EMERGENCY_VEHICLE,1
118.8,ambulance_01,EMERGENCY_VEHICLE,1
118.9,ambulance_01,EMERGENCY_VEHICLE,1
118.9,ambulance_01,EMERGENCY_VEHICLE,1
118.9,ambulance_01,EMERGENCY_VEHICLE,1
118.9,ambulance_01,EMERGENCY_VEHICLE,1
118.9,ambulance_01,EMERGENCY_VEHICLE,1
119.0,ambulance_01,EMERGENCY_VEHICLE,1
119.0,ambulance_01,EMERGENCY_VEHICLE,1
119.0,ambulance_01,EMERGENCY_VEHICLE,1
119.0,ambulance_01,EMERGENCY_VEHICLE,1
119.0,ambulance_01,EMERGENCY_VEHICLE,1
119.1,ambulance_01,EMERGENCY_VEHICLE,1
119.1,ambulance_01,EMERGENCY_VEHICLE,1
119.1,ambulance_01,EMERGENCY_VEHICLE,1
119.1,ambulance_01,EMERGENCY_VEHICLE,1
119.1,ambulance_01,EMERGENCY_VEHICLE,1
119.2,ambulance_01,EMERGENCY_VEHICLE,1
119.2,ambulance_01,EMERGENCY_VEHICLE,1
119.2,ambulance_01,EMERGENCY_VEHICLE,1
119.2,ambulance_01,EMERGENCY_VEHICLE,1
119.2,ambulance_01,EMERGENCY_VEHICLE,1
119.3,ambulance_01,EMERGENCY_VEHICLE,1
119.3,ambulance_01,EMERGENCY_VEHICLE,1
119.3,ambulance_01,EMERGENCY_VEHICLE,1
119.3,ambulance_01,EMERGENCY_VEHICLE,1
119.3,ambulance_01,EMERGENCY_VEHICLE,1
119.4,ambulance_01,EMERGENCY_VEHICLE,1
119.4,ambulance_01,EMERGENCY_VEHICLE,1
119.4,ambulance_01,EMERGENCY_VEHICLE,1
119.4,ambulance_01,EMERGENCY_VEHICLE,1
119.4,ambulance_01,EMERGENCY_VEHICLE,1
119.5,ambulance_01,EMERGENCY_VEHICLE,1
119.5,ambulance_01,EMERGENCY_VEHICLE,1
119.5,ambulance_01,EMERGENCY_VEHICLE,1
119.5,ambulance_01,EMERGENCY_VEHICLE,1
119.5,ambulance_01,EMERGENCY_VEHICLE,1
119.6,ambulance_01,EMERGENCY_VEHICLE,1
119.6,ambulance_01,EMERGENCY_VEHICLE,1
119.6,ambulance_01,EMERGENCY_VEHICLE,1
119.6,ambulance_01,EMERGENCY_VEHICLE,1
119.6,ambulance_01,EMERGENCY_VEHICLE,1
119.7,ambulance_01,EMERGENCY_VEHICLE,1
119.7,ambulance_01,EMERGENCY_VEHICLE,1
119.7,ambulance_01,EMERGENCY_VEHICLE,1
119.7,ambulance_01,EMERGENCY_VEHICLE,1
119.7,ambulance_01,EMERGENCY_VEHICLE,1
119.8,ambulance_01,EMERGENCY_VEHICLE,1
119.8,ambulance_01,EMERGENCY_VEHICLE,1
119.8,ambulance_01,EMERGENCY_VEHICLE,1
119.8,ambulance_01,EMERGENCY_VEHICLE,1
119.8,ambulance_01,EMERGENCY_VEHICLE,1
119.9,ambulance_01,EMERGENCY_VEHICLE,1
119.9,ambulance_01,EMERGENCY_VEHICLE,1
119.9,ambulance_01,EMERGENCY_VEHICLE,1
119.9,ambulance_01,EMERGENCY_VEHICLE,1
119.9,ambulance_01,EMERGENCY_VEHICLE,1
120.0,ambulance_01,EMERGENCY_VEHICLE,1
120.0,ambulance_01,EMERGENCY_VEHICLE,1
120.0,ambulance_01,EMERGENCY_VEHICLE,1
120.0,ambulance_01,EMERGENCY_VEHICLE,1
120.0,ambulance_01,EMERGENCY_VEHICLE,1
